Supplementary Data 1. Growth inhibition data against A. baumannii for model training,,,,
SMILES,Name,Rep 1,Rep 2,Mean
Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,DIPERODON HYDROCHLORIDE,0.77878,0.71906,0.74892
CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,DIPHENHYDRAMINE HYDROCHLORIDE,0.95408,1.0895,1.02179
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,DIPHENYLPYRALINE HYDROCHLORIDE,1.0834,0.80644,0.94492
O=C(O)c1cccc(C(=O)O)n1,DIPICOLINIC ACID,1.1721,0.87185,1.021975
COc1ccc(-c2coc3c(O)c(O)c(OC)cc3c2=O)cc1,DIPTERYXIN,1.0229,1.0548,1.03885
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,DIPYRIDAMOLE,0.95866,1.3198,1.13923
CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,DIPYROCETYL,1.1966,0.93565,1.066125
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],DIPYRONE,0.88222,1.0671,0.97466
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,DIRITHROMYCIN,0.48577,0.68748,0.586625
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O,DISOPYRAMIDE PHOSPHATE,1.2269,1.1233,1.1751
CCN(CC)C(=S)SSC(=S)N(CC)CC,DISULFIRAM,0.28747,0.37647,0.33197
NC(CSCSCC(N)C(=O)O)C(=O)O,DJENKOLIC ACID,0.96766,0.95013,0.958895
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,DOBUTAMINE HYDROCHLORIDE,0.98765,0.93962,0.963635
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)C12)C3(C)C.O.O.O,DOCETAXEL,1.2512,1.3321,1.29165
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,DOCONEXENT,0.96109,0.9242,0.942645
CCCCCCCCCCCCCCCCCCCCCCO,DOCOSANOL,0.93158,1.0076,0.96959
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],DOCUSATE SODIUM,1.3818,0.89199,1.136895
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,DOMPERIDONE,1.1125,0.96967,1.041085
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,DONEPEZIL HYDROCHLORIDE,0.1561,0.16652,0.16131
Cl.NCCc1ccc(O)c(O)c1,DOPAMINE HYDROCHLORIDE,1.0595,1.1209,1.0902
CO[C@H]1CC(O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(C=C[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)[C@@H](O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)C1O[C@H]1C[C@H](OC)[C@@H](O)[C@H](C)O1,DORAMECTIN,0.90254,0.96976,0.93615
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,DORZOLAMIDE,0.97729,0.84992,0.913605
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl,DOXAPRAM HYDROCHLORIDE,1.2743,1.2574,1.26585
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,DOXAZOSIN MESYLATE,1.0667,1.0055,1.0361
CN(C)CC/C=C1/c2ccccc2COc2ccccc21.Cl,DOXEPIN HYDROCHLORIDE,0.75927,0.89678,0.828025
C[C@H]1OC(n2cc(F)c(=O)[nH]c2=O)C(O)[C@@H]1O,DOXIFLURIDINE,1.2056,1.0974,1.1515
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,DOXOFYLLINE,0.84442,0.93792,0.89117
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1C[C@H](N)[C@H](O)[C@H](C)O1,DOXORUBICIN,0.98745,0.95202,0.969735
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,DOXYCYCLINE HYDROCHLORIDE,0.16534,0.18882,0.17708
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,DOXYLAMINE SUCCINATE,1.3421,1.0623,1.2022
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1.Cl,DROFENINE HYDROCHLORIDE,0.87398,0.9163,0.89514
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,DRONEDARONE HYDROCHLORIDE,1.0964,1.0761,1.08625
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,DROPERIDOL,0.88855,1.0037,0.946125
OCC(O)CN1CCN(c2ccccc2)CC1,DROPROPIZINE,0.93864,0.92101,0.929825
C[C@]12CCC3C(C1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,DROSPIRENONE,1.0511,1.0084,1.02975
NC(C(=O)O)C(O)c1ccc(O)c(O)c1,DROXYDOPA,1.1401,1.0674,1.10375
COc1ccc([C@H]2COc3c(ccc(O)c3OC)C2)c(OC)c1O,DUARTIN (-),0.84243,0.87151,0.85697
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,DULOXETINE HYDROCHLORIDE,0.83698,0.78137,0.809175
COc1cc2c(=O)c(-c3ccc4c(c3)OCO4)coc2c2c1OC(C)(C)C=C2,DURMILLONE,1.1836,1.2509,1.21725
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl,DYCLONINE HYDROCHLORIDE,0.96521,0.8898,0.927505
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,DYPHYLLINE,1.2969,0.96967,1.133285
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,EBASTINE,1.1173,0.89697,1.007135
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,ECONAZOLE NITRATE,0.98394,0.92065,0.952295
CC1=NN(c2ccccc2)C(=O)C1,EDARAVONE,0.96288,0.99626,0.97957
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Na+].[Na+],EDETATE DISODIUM,0.89912,0.92895,0.914035
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,EDITOL,0.83936,0.88274,0.86105
CN1CCc2nc(C(=O)NC3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1.O,EDOXABAN TOSYLATE HYDRATE,1.1973,1.1052,1.15125
CCc1cn(C2OCC(O)C2CO)c(=O)nc1O,EDOXUDINE,0.96305,0.90153,0.93229
CC[N+](C)(C)c1cccc(O)c1.[Cl-],EDROPHONIUM CHLORIDE,1.1287,1.4047,1.2667
CCC1(C2=NCCN2)Cc2ccccc2O1.Cl,EFAROXAN HYDROCHLORIDE,1.2159,1.007,1.11145
Cl.NCCCC(N)(C(=O)O)C(F)F.O,EFLORNITHINE HYDROCHLORIDE HYDRATE,1.0034,0.91002,0.95671
CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,EFLOXATE,0.88347,0.92235,0.90291
Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,ELETRIPTAN HYDROBROMIDE,0.93906,1.2043,1.07168
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,ELLAGIC ACID,0.86985,1.0844,0.977125
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,ELTROMBOPAG,1.4337,1.1357,1.2847
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,EMEDASTINE DIFUMARATE,0.97868,1.1034,1.04104
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1CC1NCCc2cc(OC)c(OC)cc21.Cl.Cl,EMETINE DIHYDROCHLORIDE,0.96947,0.79908,0.884275
CO[C@H]1[C@@H](O)[C@@H](C)O[C@H](O[C@H]2CCC3(C)C4CCC5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@@H]1O,EMICYMARIN,0.9729,1.0679,1.0204
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,EMODIN,0.8723,0.83607,0.854185
O[C@H]1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,EMPAGLIFLOZIN,1.0455,0.97744,1.01147
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,EMTRICITABINE,1.0575,0.96312,1.01031
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,ENALAPRIL MALEATE,1.0886,0.98048,1.03454
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,ENILCONAZOLE SULFATE,0.80222,0.85647,0.829345
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,ENOXACIN,0.14709,0.16231,0.1547
CC1(C)C2CC[C@]3(C)C(C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,ENOXOLONE,1.1952,1.2298,1.2125
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,ENROFLOXACIN,0.13697,0.15745,0.14721
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,ENTACAPONE,0.96614,0.80211,0.884125
CCC(C)C(=O)O[C@@H]1C[C@@]2(C)[C@H](c3ccoc3)OC(=O)CC23OC2(C)OC34[C@H](OC(=O)C(C)C)[C@@]3(O)[C@@H](OC(=O)C5(C)OC5C)[C@@]5(C)C[C@]3(O)[C@@](C)([C@H]5CC(=O)OC)C14O2,ENTANDROPHRAGMIN,1.0564,1.038,1.0472
C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO.O,ENTECAVIR MONOHYDRATE,1.0639,0.99698,1.03044
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,EPALRESTAT,1.0774,1.125,1.1012
CN[C@@H](C)[C@H](O)c1ccccc1.Cl,"EPHEDRINE (1R,2S) HYDROCHLORIDE",1.0276,0.90865,0.968125
Oc1ccc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1,"EPIAFZELECHIN (2R,3R)(-)",0.92064,0.96089,0.940765
C[C@]12CCC3C(CC[C@H]4C[C@H](O)CC[C@]34C)C1CC[C@@H]2O,EPIANDROSTANEDIOL,1.0229,0.91549,0.969195
C[C@]12CCC3C(CC[C@H]4C[C@@H](O)CC[C@]34C)C1CCC2=O,EPIANDROSTERONE,1.0291,0.93757,0.983335
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,EPICATECHIN,1.0082,1.1073,1.05775
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,EPICATECHIN MONOGALLATE,0.89818,0.88042,0.8893
CC12CCC3c4ccc(O)cc4CCC3C1C[C@H](O)[C@@H]2O,EPIESTRIOL,1.0123,0.93115,0.971725
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,EPIGALLOCATECHIN,1.2231,1.2512,1.23715
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,EPIGALLOCATECHIN-3-MONOGALLATE,0.93041,0.68296,0.806685
Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,EPINASTINE HYDROCHLORIDE,0.93087,0.93977,0.93532
CNC[C@@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,EPINEPHRINE BITARTRATE,1.1695,0.98867,1.079085
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,EPIRUBICIN HYDROCHLORIDE,0.67643,0.75249,0.71446
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23OC2C[C@@]2(C)C(CCC24CCC(=O)O4)[C@H]13,EPLERENONE,0.88458,1.0067,0.94564
CC(=O)O[C@@H]1CC2C(C)(C)C(=O)C3OC3[C@]2(C)C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4OC43[C@@]21C,EPOXYGEDUNIN,1.2914,1.3979,1.34465
CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](OC3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,EPRINOMECTIN,0.9961,0.91537,0.955735
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,EPROBEMIDE,1.06,1.1468,1.1034
O=S(=O)([O-])CCCS(=O)(=O)[O-].[Na+].[Na+],EPRODISATE DISODIUM,1.022,1.1271,1.07455
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,EQUILIN,0.97178,0.89516,0.93347
O=C(O)CSCC(=O)NC1CCSC1=O,ERDOSTEINE,0.96158,1.0008,0.98119
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)C([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,ERGOCALCIFEROL,1.51,1.0619,1.28595
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,ERGONOVINE MALEATE,1.0353,1.0353,1.0353
CC(C)C(C)/C=C/C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,ERGOSTEROL,1.404,1.2131,1.30855
CC(=O)OC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)/C=C/C(C)C(C)C)C1(C)C,ERGOSTEROL ACETATE,1.2736,1.3548,1.3142
OCC(O)[C@@H](O)CO,ERYTHRITOL,0.93896,0.86124,0.9001
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,ERYTHROMYCIN ESTOLATE,0.86668,0.92943,0.898055
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,ERYTHROMYCIN ETHYLSUCCINATE,0.18073,0.24697,0.21385
CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ERYTHROMYCIN STEARATE,0.16167,0.18007,0.17087
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],ERYTHROSINE SODIUM,1.0462,1.0265,1.03635
C/C=C(/C)C(=O)O[C@@H]1[C@H](OC(C)=O)[C@@]2(CO)C(CC1(C)C)C1=CCC3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O,ESCIN,0.83213,0.98655,0.90934
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,ESCITALOPRAM OXALATE,0.90216,0.95577,0.928965
O.O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,ESCULIN MONOHYDRATE,1.0416,1.2243,1.13295
CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12.O=C(O)/C=C/C(=O)O,ESEROLINE FUMARATE,1.0961,1.1347,1.1154
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O,ESTRADIOL,0.96451,0.92496,0.944735
C[C@]12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CC[C@@H]2O,ESTRADIOL BENZOATE,1.0749,1.0822,1.07855
C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2OC(=O)CCC1CCCC1,ESTRADIOL CYPIONATE,1.3827,1.288,1.33535
CCCCC(=O)O[C@H]1CCC2C3CCc4cc(O)ccc4C3CC[C@@]21C,ESTRADIOL VALERATE,1.3561,1.4698,1.41295
C=CCc1ccc(OC)cc1,ESTRAGOLE,1.0725,1.0565,1.0645
C[C@]12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CC[C@@H]2O,ESTRAMUSTINE,1.0607,1.23,1.14535
C[C@]12CCC3c4ccc(O)cc4CCC3C1C[C@@H](O)[C@@H]2O,ESTRIOL,0.88715,1.004,0.945575
CCC(=O)Oc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC,ESTRIOL TRIPROPIONATE,1.2035,0.99371,1.098605
C[C@]12CCC3c4ccc(O)cc4CCC3C1CCC2=O,ESTRONE,1.0971,1.0517,1.0744
C1CNCCN1.C[C@]12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,ESTROPIPATE,1.2071,0.99519,1.101145
CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,ESZOPICLONE,1.2814,1.17,1.2257
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,ETEBENECID,1.1011,0.99306,1.04708
CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,ETHACRIDINE LACTATE,0.7396,1.1091,0.92435
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,ETHACRYNIC ACID,1.1469,1.0848,1.11585
CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,ETHAMBUTOL HYDROCHLORIDE,1.1243,1.117,1.12065
CCN(CC)C(=O)c1ccc(O)c(OC)c1,ETHAMIVAN,0.99378,0.89161,0.942695
CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[NH3+]CCO,ETHANOLAMINE OLEATE,1.2394,1.4606,1.35
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC.Cl,ETHAVERINE HYDROCHLORIDE,0.98936,1.0496,1.01948
CCOc1ccccc1C(N)=O,ETHENZAMIDE,0.96071,0.97344,0.967075
C#C[C@]1(O)CCC2C3CCc4cc(O)ccc4C3CC[C@@]21C,ETHINYL ESTRADIOL,0.96242,1.1091,1.03576
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,ETHION,1.0077,1.0322,1.01995
CCc1cc(C(N)=S)ccn1,ETHIONAMIDE,1.1509,1.2744,1.21265
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,ETHISTERONE,1.5776,1.3657,1.47165
CCOc1cc(NC(C)=O)ccc1C(=O)OC,ETHOPABATE,1.1604,1.0311,1.09575
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,ETHOPROPAZINE HYDROCHLORIDE,0.86833,1.0548,0.961565
CCC1(C)CC(=O)NC1=O,ETHOSUXIMIDE,1.0709,1.0658,1.06835
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,ETHOXZOLAMIDE,1.1498,0.94684,1.04832
CCOC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O,ETHYL DICHLOROORSELLINATE,1.0296,1.0463,1.03795
CCOC(=O)c1c(C)cc(OC)cc1O,ETHYL EVERNINATE,1.261,1.1189,1.18995
CCOC(=O)c1c(C)cc(O)cc1O,ETHYL ORSELLINATE,0.8756,0.91839,0.896995
CCOC(=O)c1ccc(O)cc1,ETHYL PARABEN,1.1365,1.1243,1.1304
CCOc1cc(C=O)ccc1O,ETHYL VANILLIN,0.93117,1.1014,1.016285
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,ETHYLENEDIAMINE TETRACETIC ACID,1.068,0.8995,0.98375
CCC(N)C(O)c1ccc(O)c(O)c1.Cl,ETHYLNOREPINEPHRINE HYDROCHLORIDE,0.97522,1.0201,0.99766
C#C[C@]1(OC(C)=O)CCC2C3CCC4=C[C@@H](OC(C)=O)CCC4C3CC[C@@]21C,ETHYNODIOL DIACETATE,1.1574,1.1405,1.14895
CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],ETIDRONATE DISODIUM,1.0112,1.055,1.0331
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,ETODOLAC,1.2268,1.1625,1.19465
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,ETOMIDATE,1.2885,1.1807,1.2346
COc1cc([C@@H]2c3cc4c(cc3C(OC3O[C@@H]5COC(C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,ETOPOSIDE,0.93328,0.89906,0.91617
CCOCCOc1ccccc1C(N)=O,ETOSALAMIDE,1.0522,1.3188,1.1855
CC1(C)O[C@]2(C)CC[C@H]1CC2,EUCALYPTOL,0.96917,1.0978,1.033485
COc1cc(C(=O)O)cc(OC)c1OC,EUDESMIC ACID,0.86128,0.86508,0.86318
C=CCc1ccc(O)c(OC)c1,EUGENOL,0.67263,0.69378,0.683205
C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1,EUPARIN,1.0892,1.2411,1.16515
CC(=O)c1cc2c(cc1O)OC(C)(C)C=C2,EUPATORIOCHROMENE,1.1536,1.0492,1.1014
CC(C)=CCCC(C)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)C1(C)CC[C@H](O)C(C)(C)C1CC3,EUPHOL,0.97103,1.3194,1.145215
Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],EVANS BLUE,5.2728,5.7469,5.50985
COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2)c(O)c1,EVERNIC ACID,1.0859,0.92825,1.007075
COc1cc(C)c(C(=O)O)c(O)c1,EVERNINIC ACID,0.96742,0.98207,0.974745
COc1c2ccoc2nc2c(OC)c(OCC(O)C(C)(C)O)ccc12,EVOXINE,0.97101,0.9451,0.958055
CCCCCCOc1ccccc1C(N)=O,EXALAMIDE,0.75429,1.0311,0.892695
C=C1CC2C(CC[C@]3(C)C(=O)CCC23)[C@@]2(C)C=CC(=O)C=C12,EXEMESTANE,0.90005,1.1749,1.037475
O=C1[C@H](CCC(O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,EZETIMIBE,1.1514,1.1591,1.15525
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,FAMCICLOVIR,1.365,1.166,1.2655
NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,FAMOTIDINE,0.97881,0.92902,0.953915
Nc1ccncc1,FAMPRIDINE,1.0727,0.99596,1.03433
CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,FAMPROFAZONE,1.0977,1.0514,1.07455
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,FASUDIL HYDROCHLORIDE,1.0046,1.2005,1.10255
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,FEBUXOSTAT,1.0375,1.3723,1.2049
O=C(O)Cc1ccc(-c2ccccc2)cc1,FELBINAC,0.94049,0.90818,0.924335
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,FELODIPINE,0.86778,0.78714,0.82746
O=C(CCCl)NCCc1ccccc1,FENACLON,0.90431,1.1742,1.039255
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,FENBENDAZOLE,1.4617,1.3073,1.3845
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,FENBUFEN,0.92535,0.89473,0.91004
Cl.NC(Cc1ccc(Cl)cc1)C(=O)O,FENCLONINE (+/-),1.3147,1.1612,1.23795
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,FENDILINE HYDROCHLORIDE,0.87524,0.88949,0.882365
CCCCC(O)c1ccccc1,FENIPENTOL,1.0076,0.96633,0.986965
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,FENOFIBRATE,0.96398,1.0333,0.99864
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,FENOFIBRIC ACID,1.0991,0.86598,0.98254
CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,FENOLDOPAM MESYLATE,1.2362,0.82978,1.03299
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,FENOPROFEN,0.94432,1.0929,1.01861
Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,FENOTEROL HYDROBROMIDE,1.0143,0.80955,0.911925
Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,FENSPIRIDE HYDROCHLORIDE,1.115,1.155,1.135
